Entry ID,Total Number of Polymer Instances (Chains),Resolution (Å),Entity Polymer Type,Total Number of polymer Entity Instances (Chains) per Entity,
"1RE3",8,"2.45","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"1RF1",10,"2.53","Protein",2
,,,"Protein",2
,,,"Protein",4
,,,"Protein",2
"1RIW",4,"2.04","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"1RQF",14,"2.89","Protein",8
,,,"Protein",3
,,,"Protein",1
,,,"Protein",2
"1RYP",28,"1.9","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"1SFC",12,"2.4","Protein",3
,,,"Protein",3
,,,"Protein",3
,,,"Protein",3
"1UCY",10,"2.2","Protein",3
,,,"Protein",1
,,,"Protein",1
,,,"Protein",3
,,,"Protein",2
"1URQ",4,"2","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"1VIT",7,"3.2","Protein",2
,,,"Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"1X9F",12,"2.6","Protein",3
,,,"Protein",3
,,,"Protein",3
,,,"Protein",3
"1YCP",7,"2.5","Protein",2
,,,"Protein",1
,,,"Protein",2
,,,"Protein",1
,,,"Protein",1
"1YHU",24,"3.15","Protein",6
,,,"Protein",6
,,,"Protein",6
,,,"Protein",6
"1Z56",11,"3.92","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2A45",10,"3.65","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2BG9",5,"4","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2D2M",4,"2.85","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2D2N",4,"3.2","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2F16",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2FAK",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2FFD",10,"2.89","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
"2GCT",4,"1.8","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2GK1",20,"3.25","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
"2GPL",28,"2.81","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2H43",8,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2HLO",8,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2HNT",4,"2.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2HOD",20,"2.9","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",8
"2HPC",20,"2.9","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",8
"2NPS",4,"2.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2OYH",10,"2.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
"2OYI",10,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",4
,,,"Protein",2
"2PKS",4,"2.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2PPS",6,"4","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2Q9I",10,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2QL5",7,"2.34","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2QL7",7,"2.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2QL9",7,"2.14","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2QLB",7,"2.25","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2QLF",7,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2QLJ",7,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",1
"2UUL",24,"3.1","Protein",11
,,,"Protein",10
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2XNX",14,"3.3","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",2
"2XSM",16,"5.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2YMS",4,"2.101","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2Z4E",10,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2ZCY",28,"2.9","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"2ZFO",4,"1.95","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2ZS0",4,"1.6","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"2ZS1",4,"1.7","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3B5N",12,"1.6","Protein",3
,,,"Protein",3
,,,"Protein",3
,,,"Protein",3
"3BDM",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3BVH",10,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
"3D29",28,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3DY3",28,"2.81","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3DY4",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3E1I",8,"2.3","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3E47",28,"3","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3GCT",4,"1.6","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3GHG",20,"2.9","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
"3GPJ",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3GPR",4,"3.2","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3GPT",28,"2.41","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3GPW",28,"2.5","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3H32",8,"3.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3HAT",4,"2.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3HD7",8,"3.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3HUS",10,"3.04","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
"3HYE",28,"2.5","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3IPD",8,"4.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3M9C",4,"3.9","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3MG0",28,"2.68","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3MG4",28,"3.11","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3MG6",28,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3MG7",28,"2.78","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3MG8",28,"2.59","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3NZJ",30,"2.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3NZW",30,"2.5","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3NZX",30,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3OEU",28,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3OEV",28,"2.85","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3OKJ",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3PO1",4,"1.65","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3QO6",9,"2.5","Protein",3
,,,"Protein",1
,,,"Protein",3
,,,"Protein",1
,,,"Protein",1
"3R0L",4,"1.35","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3RK2",8,"2.2","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3RK3",5,"3.5","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"3RL0",40,"3.8","Protein",8
,,,"Protein",8
,,,"Protein",8
,,,"Protein",8
,,,"Protein",8
"3SDI",28,"2.65","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3SDK",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3SHJ",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3TDD",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3UN4",28,"3.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3UN8",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3UNB",56,"2.9","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
"3UNE",56,"3.2","Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
,,,"Protein",4
"3UNF",28,"2.9","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3UNH",28,"3.2","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3WCT",8,"2.4","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3WCU",8,"2.9","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3WCV",8,"2.6","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3WCW",8,"2.5","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"3WXR",28,"3.15","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4AQ5",5,"6.2, 6.2","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4AQ9",5,"6.2, 6.2","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4BOG",30,"50, 50","Protein",6
,,,"Protein",6
,,,"Protein",12
,,,"Protein",6
"4BOI",5,"41, 41","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4BON",5,"40, 40","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4BOO",5,"42, 42","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4BOR",5,"42, 42","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4BOT",5,"42, 42","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4C92",7,"2.299","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4EU2",28,"2.509","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4FLG",5,"1.31","Protein",2
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4FZC",32,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
"4FZG",32,"3","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",4
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4GK7",34,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",6
,,,"Protein",2
,,,"Protein",2
"4HNP",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4HRC",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4HRD",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4I6M",4,"2.801","Protein",1
,,,"Protein",1
,,,"Protein",1
,,,"Protein",1
"4INR",28,"2.7","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4INT",28,"2.9","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4INU",28,"3.1","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
"4J70",28,"2.8","Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
,,,"Protein",2
